,text,sentiment
1282,putter of the bob marley down cirqu daiquiri bar and grill url,positive
81,user_ment morn all how about some bob marley vs funkstardlx sun is shine for myself and user_ment head to sandyford thank,positive
1603,whacha know about that soul rebel bob marley wailer album releas outsid jamaica vinylrecordday regga url,positive
11356,befor bob marley regga there wa ska hear the histori of ska in just song tomorrow ct on user_ment via user_ment,positive
11477,ive been a bob marley fan sinc like the grade,positive
13304,we are sponsor the newport comedi seri thi friday night with bob marley perform at the hyatt on goat url,positive
251,user_ment one alani morissett sun is shine bob marley wake the town uroy reckon radiohead vibrat outcast,positive
3442,good thursday np bob marley could you be love legend url,positive
4789,ive been work with the youngster of pucklechurch to decor the subway how doe bob marley like hi donut url,positive
7309,bob marley wa featur on the cover of fifa the weekli magazin last friday url,positive
2118,user_ment can you pretti pleas help me with the name of the bob marley track kate tempest play on sunday cant stop think about it,positive
1693,i wanna see bob marley back into mainstream chart inject love into peopl life may help the world,positive
676,at the offic listen to bob marley do work cant say im hate my friday afternoon,positive
8015,it a bob marley morn i may or may not have been danc up and down the hall to the copier emo_po,positive
13621,newsupd show off the real jamaica through bob marley shoot author use bob mar url bbc news bbcupdat,neutral
7363,sun is shine the weather is sweet bob marley url,positive
12149,user_ment not the oldest but the son i cant see anyon have more babi than lil wayn or bob marley,neutral
561,marley monday at regga central off all bob marley merchandis today with code word bmw,positive
4861,my good mate bob marley as you may have never heard him befor url,positive
2678,nowplay bob marley sun is shine on surf shack radio the best mix of music on the beach,positive
14033,i rememb i wa the onli black kid in my class in grade and we had a play about bob marley but i lost the lead role to a white girl lol,negative
11689,have a top wednesday album4work kaya bob marley the wailer url url,positive
6135,user_ment what happen to the track here i am it had a bob marley sampl from sun is shine track sound nice can you releas it,positive
12016,dyk bob marley wa vote the greatest lyricist of all time by user_ment news onlin user follow bob dylan and john lennon,positive
15525,i will never refer to the st park as bob marley one love park,neutral
4115,some peopl feel the rain other just get wet bob marley happi wednesday,positive
2745,it hous thursday when music hit u feel no pain hon.bob marley said that have a love day fam,positive
331,bob marley vs funkstar de lux sun is shine extend club mix gonna be a hot one thi weekend in the uk url,positive
12210,rise up thi mornin smile with risin sun bob marley happi friday everyon today we have mint chocol url,positive
9406,if bob marley had alien fan he would be depress and kill himself after the album,negative
6372,bob marley sun is shine origin url gorgeou day and veri fortun,positive
3125,just under a mile up the road from us gotta love north hill friday night live music seri bob marley tribut url,positive
9462,it wa cloudi all day start play bob marley the sun come out jahbless,positive
10128,user_ment user_ment classic sun is shine by bob marley tell me you cant get chill with that sinc befor you were,positive
4644,user_ment just back from do a car boot bring the sun back with some bob marley,neutral
7018,when i have kid everi morn we are all go to wake up with the sun and danc to bob marley like one big happi famili,positive
4946,wind down the sunday with bob marley on vinyl url,positive
14175,i use to have the dopest bob marley shirt for tomorrow but now it,negative
1865,monday wisdom from bob marley some peopl feel the rain other just get wet let get those galosh on here come the week,positive
5653,monday afternoon love muse from the legend himself mr bob marley url,positive
15029,open your eye look within are you satisfi with the life your live bob marley tuesday schedul url,neutral
205,sun is shine by bob marley is now rip it up on user_ment url np,positive
13694,user_ment bob marley may be evid that cannabi make you cool as shit bobmaley,positive
2761,go to the beach listen to bob marley kick back relax and enjoy the sun as thoma h green select the be url,positive
810,my last post talk about listen to bob marley on a thursday thi thursday im deal with a hous on fire multiskil,neutral
930,audio digitallio justin nozuka band mr therapi sun is shine bob marley cover thi is the url,positive
811,woke up thi morn smile with the rise sun sing sweet song of melodi pure and true bob marley url,positive
13533,they say the sun and a shine for all but a in some peopl world it never shine at all bob marley url,positive
13618,last chanc for you to book in for our bob marley showtim tomorrow night fizz on arriv and a four cours meal url,neutral
15198,user_ment user_ment without googl i can onli think of a coupl sun is shine bob marley hous of the rise sun,positive
1096,repres bob marley on our own show day user_ment we hope you have an awesom time tomorrow night philli url,positive
6152,my cowork name our printer bob marley becaus he alway be jam i genuin laugh out loud friday are the best love my job,positive
5069,the sun shall not smite i by day nor the moon by night and everyth that i do shall be upful and right bob marley,positive
7765,rmt is play bob marley and the wailer sun is shine are,neutral
8687,bob marley ambush in the night artist and polit on decemb bob marley hi wife and manag don url,neutral
976,they say the sun shine for in some peopl world it never shine at all bob marley url,neutral
8984,happi is a sunday with freshli squeez oj hot black coffe and bob marley on the stereo happi sunday fellow human,positive
11946,nowplay in the treehous bob marley vs funkstar de lux sun is shine tune in at url,neutral
2795,bob marley stir it up in birmingham from our gig on saturday url bobmarley birmingham,positive
8946,awesom acapella version of bob marley could you be love to brighten everyon thursday morn d url,positive
