,text_clean,sentiment
4122,🏈🏈 footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
4123,year old amp year old young men not choos buy nike product asic new balanc van skecher rockport nikeboycott easi justdoit justdolt,neutral
4124,y’all wrong one 😂🤣😭😆 nike justdoit kapernick got atlanta georgia,neutral
4125,intent dishonesti takeakne actual mean attempt make convers nation anthem flag truli shame better larri justdoit,negative
4126,intent dishonesti takeakne actual mean attempt make convers nation anthem flag truli shame better larri justdoit,negative
4127,chanc get self reflect self correct justic true exercis democraci see other human in makechang justdoit sbyd nbpa,positive
4128,leav countri like promis would justdoit,negative
4129,best one yet justdoit,positive
4130,way look shouldn’t support fellow er’ right free speech justsay justdoit,positive
4131,believ in someth even not fulli compet justdoit,negative
4132,footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal 🏈🏈 nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
4133,yeah that’ like justdoit,positive
4134,saw commer put coupl pair nike order justdoit allhailkaepernick waytogonik,neutral
4135,setya novanto believ in someth even mean sacrif everyth justdoit,negative
4136,see lot twitter war tonight must anticip halftim minut commerci come half time justdoit non brown peopl in fee woosa,negative
4137,proud justdoit stopkavanaugh,positive
4138,ye amaz job boyz ii men usa justdoit,positive
4139,class tonight stepsonbroadway danceclass practic makesperfect stepsnyc workhard goal dream justdoit step broadway,positive
4140,sure bet orangejuic justdoit,neutral
4141,lastword maddow thhour issu denial anonym author nytimesop melania trump psa encourag young girl bebest justdoit imwithkaep takeakne,neutral
4142,realli hot today back fountain bear play in justdoit nrc betru,positive
4143,gonna leav justdoit,negative
4144,draft tattoo in fantasi island fantasi draft no chanc come short year fantasyfootbal nike nikead justdoit nfl mrroarkenext,negative
4145,kaepernik hate heroic cop kaepernik heroic got shoe burn oh justdoit,negative
4146,nflonnbc 🏈🏈 footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
4147,kap import justdoit,negative
4148,saw quot today suck “don’t ask dream crazi ask they’r crazi enough justdoit,negative
4149,run burn build justdoit,negative
4150,sprintinterv bodyweight hiit fitfam one week holiday 😏😏 noexcus justdoit heretocr findyourgreat crossfit…,neutral
4151,nytimesop writer confirm we’v known “impetu adversari petti ineffect ralli behind anonym sentiment put parti asid amp take action justdoit enoughisenough,neutral
4152,thank courag convict justdoit kapernick nike,positive
4153,kneel in church show respect rever kneel field in peac protest show respect rever flag 🇺🇸 justdoit takethekne imwithkaep,positive
4154,love shoutout power stand kaepernick ❗️✊🏾💯 justdoit,positive
4155,🤣🤣 tri but ayo need non athlet person baddest korean st loui 🤣🤣 justdoit thebaddedtkoreanofstl stl stloui korean koreanamerican asian…,neutral
4156,cast pretti wide net not say wrong but think sub group compani consum agre believ in time like must wari cast wide net resist justdoit,negative
4157,reason nike continu domin say want number shoe maker simpli justdoit,neutral
4158,great commerci inspir love justdoit,positive
4159,thank much need f’d state everyth hope melania start rockin air forc one justdoit imwithkap,positive
4160,justgo justdoit afterward fake you’r tire go home 😂😂,negative
4161,restart 🔛👉🏻💪🏻👈🏻 reborn thefitnessboy workout thebeastboy gymahol gymlif gymtim eatsleeptrainrepeat fitlif justtrain justdoit,neutral
4162,y’all boycot nike send dat us justdoit,neutral
4163,social media featur in look futur higher order justdoit approv,positive
4164,proud patricia’ new campaign justdoit,positive
4165,😂😂😭😭 fuck not nike justdoit call cp snitch joke rockyroadproductionsllc porchtalk mrsrshelbi media podcast radiopersonality…,negative
4166,in past week nfl lose sj motion in kaepernick collus case 🏈nfl best lawyer paul clement defeat th circuit 🏈citi oakland file lawsuit nfl 🏈nfl network forc settl sexual harass lawsuit dare nfl justdoit cheers🍾,negative
4167,gotta tell nobodi shit handl busi thursdaynightfootbal kickoff justdoit thursdaythought,negative
4168,smell campfir happi place in hisroadtrip travel greatbook bestsel america chrisitan happyplac love fun campfir camp camp peopl god natur sceneri landscap roadtrip inspir inspir adventur whydoit justdoit,positive
4169,justdoit intent mislead gener thought pattern not good influenc youth simpl mind shame,negative
4170,someon busier work right let stink in fit exercis justdoit workout workhard motiv gain maketim noexcus train health hardwork fit cardio weightlift run noteasi worthit possibl,negative
4171,foxatl footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
4172,care flag much care hillari liar racebait itsnotabouttheflag justdoit illegitimatepresid,negative
4173,saw new ad not bad well done justdoit,negative
4174,today surreal remind i’m need justdoit,neutral
4175,actual can’t physic even justdoit,negative
4176,issu black amp white nike nikeboycott nfl collinkaepernick kapernick justdoit,negative
4177,ask dream crazi ask crazi enough superb one nike justdoit dreamcrazi,negative
4178,scientist justdoit,neutral
4179,heat gener ‘ad’ caus much chirp instead focus one piec bout everyon focus broader messag 👏🏻 keepitup justdoit sale peopl replac burnt shoe point noonesaidtakingakneeiscool,negative
4180,pin giggl marlin tequila believ in someth justsipit nike justdoit,negative
4181,tnf footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
4182,bbachelor imjustavib mainattract nikead nike justdoit meme downtown lo angel,negative
4183,hero look like justdoit,positive
4184,“imma anyway that’ justdoit,neutral
4185,perfect tweet end night takeakne justdoit imwithkaep,positive
4186,nike made mil in bizz in hour let say million in one day justdoit,neutral
4187,thursdaynightfootbal footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
4188,meme suggest nikead nike justdoit maga qanon potu,neutral
4189,give shit think but everyon least acknowledg new campaign motiv inspir af unreal messag justdoit,negative
4190,boycottnik justdoit justblewit let’ burningman flame tower apparel,neutral
4191,anyon made nikemem famou nascar driver face cover sponsorship justdoit thursdaythought nike,negative
4192,amaz justdoit thank servic air,positive
4193,yeah jump meme train starwar nike starwarsmem prequelmem revengeofthesith sith jedi funni prequel anakin darthvad believeinsometh believ starwarsfan meme highground obiwan justdoit anotherstarwarspag colinkaepernick,positive
4194,“so nike respons protest want boycott 🗣psst burnt sneaker rip swoosh account ⁦market research ⁦⁩ swooshlif nikeboycott justdoit ✔️,negative
4195,i’m nike justdoit,neutral
4196,better question long replac nike nike justdoit,neutral
4197,y’all stop nike justdoit tweet meme thank,positive
4198,happi announc nike new justdoit spokesman none dennisreynold dennissystem goldengod fivestarman iasip pattyspub didmacputonweight shutupbird,positive
4199,gotta shitten bodi weight qb rule in flag footbal nflkickoff justdoit nikeboycott,neutral
4200,self doubt dont help believ in thinksmartstaysharp eachoneteachon jschickmus whoisjschick person rap artist produc graphicdesign nike justdoit…,negative
4201,hold breath second thought go ahead justdoit,neutral
4202,falcon eagl footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
4203,no joke far better piec life advic ’s “believ in someth even mean sacrif everything” justdoit slogan believ in stand someth nobl true moral not anyth,negative
4204,amaz campaign love support but pleas don’t forget nike’ still gotta step work condit treatment employe oversea dontforget justdoit,positive
4205,burn nike shoe apper instead give someon in need justdoit dontburnit giveitaway,negative
4206,wow awesom go justdoit,positive
4207,keep ✔️ justdoit nikechicago ainiom,neutral
4208,bruh fair racist talk not white peopl racist tbh racist excus hate nike stupid turn cheek everyth except equal justdoit,negative
4209,best brand video ever justdoit,positive
4210,still believ protest flag nation anthem name may well georg zimmerman caus dont give two real problem go ahead burn shoe feet in justdoit kaepernick,negative
4211,attent famili amp friend yet subscrib channel pleas click link smash subscrib button feel free share far subscrib let set short goal sub wait like nike justdoit,positive
4212,😂🤣😂 go offic greenstein 💪🏽 justdoit believeinsomethingevenifitmeanssacrificingeveryth kapernick man 🇺🇸 bartlesvil man accident burn home light nike shoe fire in protest nike’,negative
4213,presid trump unemploy rate low even colin kaepernick found job justdoit colinkaepernick,negative
4214,“don’t let someon dim light simpli it’ shine in eyes” justdoit,neutral
4215,nike commerci alway work addict women nikecommerci swoosh justdoit saintsaddict,positive
4216,larri burger justdoit,neutral
4217,think would not find showboat empti suit flail arm alreadi clear releas document arrog next justdoit ad clue integr mean not clue,negative
4218,realiz mani peopl went high school actual racist af yourethatgirl justdoit dragrac,negative
4219,first day back in game win ✔️✔️✔️ justdoit nyfw servinglook nyfw,neutral
4220,go need rest ignor racist inhuman amerikka follow thisisamerikka nike justdoit justburnit,negative
4221,nike commerci alway work addict women nikecommerci swoosh justdoit…,positive
4222,like justdoit nike nikead,positive
4223,afford not justdoit,negative
4224,hey need fire thief katemcclur let compani employ loser justdoit boycottnik,negative
4225,watch nflkickoff want potenti see player kneel anthem refus watch nfl game go forward leagu owner refus allow kneel imwithkap imwithkaep nike justdoit takeakne,negative
4226,hardest choic requir strongest justdoit nike,negative
4227,one time happi mitch talk shit justdoit,negative
4228,hey fix justdoit,negative
4229,“don’t ask you’r dream crazi ask they’r crazi enough justdoit,negative
4230,“one nation” takeakne justdoit i’mwithkaep,neutral
4231,god bless lil cutie💜 love tutu nike justdoit,positive
4232,sorri watch nfl wait see colin kaepernick commerci justdoit,negative
4233,stand still justdoit nike collinkaepernick,neutral
4234,cheetah’ uni look sweet east coast justdoit,positive
4235,love new kaepernick nike justdoit commerci,positive
4236,justdoit nike✔️ tag friend,neutral
4237,work dream justdoit,positive
4238,might make appear in classroom ❤️ believeinsometh justdoit,neutral
4239,colin kaepernick nike commerci full video emoneg ad straight inspir noth controversi justdoit,negative
4240,justdoit but wait,positive
4241,respect sir justdoit vetswithkaep vetswithbook need custom dress shoe made real american,negative
4242,stop buy nike sign michael vick gave away new run shoe i’d purchas campaign sort redempt in eye it’ right thing today first time in year order pair nike run shoe justdoit,neutral
4243,dear nike hitler believ in someth believ suprem deutschland would last thousand year cost everyth motto not suck it’ danger justdoit,negative
4244,justdoit follow dream,positive
4245,fact justdoit socialinjustic equalright inunitythereisstrength southwest houston tx,negative
4246,cnn help top in rate go top rate fake news channel instead justdoit,negative
4247,piss anyon power amp inspir messag everyon find anyth good feel sorri justdoit,negative
